"dataset","source","site","id","c14_age","c14_error"
"Paleo","Heaton2021","Moon mammoth","1",12210,120
"Paleo","Heaton2021","Morrill Point","1",8206,30
"Paleo","Heaton2021","Morrisroe","1",8220,100
"Paleo","Heaton2021","Mostin","1",8400,190
"Paleo","Heaton2021","Mostin","1",9505,168
"Paleo","Heaton2021","Mostin","1",11250,250
"Paleo","Heaton2021","Mummy Cave","1",8100,130
"Paleo","Heaton2021","Mummy Cave","1",8430,140
"Paleo","Heaton2021","Mummy Cave","1",8740,140
"Paleo","Heaton2021","Mummy Cave","1",9230,150
"Paleo","Heaton2021","Murray Springs","2",10885,50
"Paleo","Heaton2021","Myers-Hindman","1",8948,138
"Paleo","Heaton2021","Namu","1",8570,90
"Paleo","Heaton2021","Namu","1",9317,89
"Paleo","Heaton2021","Napao","1",8155,230
"Paleo","Heaton2021","Neponset","1",10190,60
"Paleo","Heaton2021","Neptune","1",8310,110
"Paleo","Heaton2021","Niska","1",8475,650
"Paleo","Heaton2021","Niska","1",10880,70
"Paleo","Heaton2021","Norton","1",9080,60
"Paleo","Heaton2021","O’Haco Rockshelter","1",8256,86
"Paleo","Heaton2021","Olive Branch","1",9115,100
"Paleo","Heaton2021","Osprey Beach","1",9360,60
"Paleo","Heaton2021","OTL Ridge","1",10907,30
"Paleo","Heaton2021","Packard","1",9630,100
"Paleo","Heaton2021","Packard","1",9823,45
"Paleo","Heaton2021","Page-Ladson","1",9916,32
"Paleo","Heaton2021","Page-Ladson","1",12330,110
"Paleo","Heaton2021","Paint Rock V","1",8234,109
"Paleo","Heaton2021","Paleo Crossing","2",10980,75
"Paleo","Heaton2021","Patrick","1",9410,290
"Paleo","Heaton2021","Paulina Lake","1",8504,34
"Paleo","Heaton2021","Paulina Lake","1",9069,73
"Paleo","Heaton2021","Pee Wee Grande","1",8230,90
"Paleo","Heaton2021","Pendejo Cave","1",11510,89
"Paleo","Heaton2021","Pendejo Cave","1",12355,50
"Paleo","Heaton2021","Pictograph Cave","1",8580,80
"Paleo","Heaton2021","Pigeon Cliffs","1",8280,1000
"Paleo","Heaton2021","Pigeon Roost Creek","1",8500,220
"Paleo","Heaton2021","Pine Bluffs","1",9880,130
"Paleo","Heaton2021","Pine Spring","1",9775,195
"Paleo","Heaton2021","Pinware Hill","1",8850,100
"Paleo","Heaton2021","Plainview","1",10070,500
"Paleo","Heaton2021","Pleasant Lake","1",10395,100
"Paleo","Heaton2021","Poland","1",10240,90
"Paleo","Heaton2021","Poole Inlet West (1359T)","1",8270,60
"Paleo","Heaton2021","Porter Hollow","1",10090,120
"Paleo","Heaton2021","Puckett","1",8655,127
"Paleo","Heaton2021","Puckett","1",9790,160
"Paleo","Heaton2021","Pyramid Lake","1",9660,170
"Paleo","Heaton2021","Raddatz Rockshelter","1",11610,300
"Paleo","Heaton2021","Radiant 3","1",8690,690
"Paleo","Heaton2021","Rancho La Brea","1",9000,80
"Paleo","Heaton2021","Rancho Park North","1",8040,80
"Paleo","Heaton2021","Rancho Park North","1",8104,37
"Paleo","Heaton2021","Rappuhn mastodon","1",10674,92
"Paleo","Heaton2021","Rattlesnake Pass","1",9860,106
"Paleo","Heaton2021","Rawhide Butte","1",10550,350
"Paleo","Heaton2021","Rawhide Creek","1",10180,480
"Paleo","Heaton2021","Ray Long","1",9380,250
"Paleo","Heaton2021","Redfish Lake Overhang","1",8060,190
"Paleo","Heaton2021","Redfish Lake Overhang","1",10180,127
"Paleo","Heaton2021","Rex Rodgers","1",9118,83
"Paleo","Heaton2021","Richard Beene","1",9825,85
"Paleo","Heaton2021","Richardson Island (1127T)","1",8660,23
"Paleo","Heaton2021","Richardson Island (1127T)","1",8874,25
"Paleo","Heaton2021","Richardson Island (1127T)","1",9140,20
"Paleo","Heaton2021","Richmond Hill","1",9360,120
"Paleo","Heaton2021","Rimouski","1",8150,130
"Paleo","Heaton2021","Rock Bar Alcove","1",8280,160
"Paleo","Heaton2021","Rock Creek Alcove","1",8660,80
"Paleo","Heaton2021","Rodgers Shelter","1",8065,212
"Paleo","Heaton2021","Rodgers Shelter","1",8100,140
"Paleo","Heaton2021","Rodgers Shelter","1",10268,294
"Paleo","Heaton2021","Rogers Ridge","1",8315,71
"Paleo","Heaton2021","Rose Island","1",9134,117
"Paleo","Heaton2021","Rumford Falls I","1",8850,140
"Paleo","Heaton2021","Rumford Falls V","1",9370,120
"Paleo","Heaton2021","Running Springs","1",9380,140
"Paleo","Heaton2021","Rush Bay Road","1",8450,550
"Paleo","Heaton2021","Russ","1",8220,420
"Paleo","Heaton2021","Russell Cave","1",8397,84
"Paleo","Heaton2021","Russell Cave","1",9020,175
"Paleo","Heaton2021","Ryan’s","1",9220,220
"Paleo","Heaton2021","San Jon","1",8360,210
"Paleo","Heaton2021","Sandal Shelter","1",8300,60
"Paleo","Heaton2021","Saskatoon Mountain","1",8130,130
"Paleo","Heaton2021","Saskatoon Mountain","1",8170,210
"Paleo","Heaton2021","Saskatoon Mountain","1",8620,620
"Paleo","Heaton2021","Saskatoon Mountain","1",9361,59
"Paleo","Heaton2021","Saugus Quarry","1",8095,415
"Paleo","Heaton2021","Scaredy Cat Cave","1",8190,100
"Paleo","Heaton2021","Schaefer Mammoth","1",12369,21
"Paleo","Heaton2021","Schiffer Cave","1",8430,113
"Paleo","Heaton2021","Schmidt","1",8100,500
"Paleo","Heaton2021","Seal Cave","1",9030,100
"Paleo","Heaton2021","Seal Cave","1",9440,50
"Paleo","Heaton2021","Second Lake (162R)","1",9455,450
"Paleo","Heaton2021","Sedgewick Bay (791T)","1",8080,60
"Paleo","Heaton2021","Seed Cave","1",8370,230
"Paleo","Heaton2021","Sentinel Gap","1",8880,70
"Paleo","Heaton2021","Sentinel Gap","1",10144,26
"Paleo","Heaton2021","Sevier Desert","1",9570,430
"Paleo","Heaton2021","Sharrow","1",8524,53
"Paleo","Heaton2021","Shawnee-Minisink","2",10935,15
"Paleo","Heaton2021","Sheaman","1",10618,98
"Paleo","Heaton2021","Sheep Rock Shelter","1",8870,320
"Paleo","Heaton2021","Sheep Rock Spring","1",9315,26
"Paleo","Heaton2021","Sheguiandah","1",9275,45
"Paleo","Heaton2021","Shelton mastodon","1",9619,111
"Paleo","Heaton2021","Sheriden Cave","1",10766,23
"Paleo","Heaton2021","Sheriden Cave","1",10789,48
"Paleo","Heaton2021","Sheriden Cave","1",10847,45
"Paleo","Heaton2021","Sheriden Cave","1",11537,41
"Paleo","Heaton2021","Shinners Site A","1",8380,120
"Paleo","Heaton2021","Shinners Site A","1",9540,120
"Paleo","Heaton2021","Sibbald Creek","1",9570,320
"Paleo","Heaton2021","Silver Mound Rockshelter","1",9405,90
"Paleo","Heaton2021","Simonsen","1",8430,520
"Paleo","Heaton2021","Sinnock","1",8030,160
"Paleo","Heaton2021","Sister’s Hill","1",9623,169
"Paleo","Heaton2021","Site 243R","1",8754,36
"Paleo","Heaton2021","Skyrocket","1",8550,150
"Paleo","Heaton2021","Skyrocket","1",9050,90
"Paleo","Heaton2021","Skyrocket","1",9410,250
"Paleo","Heaton2021","Sloth Hole","2",11050,50
"Paleo","Heaton2021","Smith Creek Cave","1",10860,44
"Paleo","Heaton2021","Smith Mountain","1",8810,130
"Paleo","Heaton2021","Smith Mountain","1",10150,70
"Paleo","Heaton2021","Sommers","1",8700,65
"Paleo","Heaton2021","Southsider Cave","1",8891,155
"Paleo","Heaton2021","Spirit Cave","1",9334,19
"Paleo","Heaton2021","Squaw Rockshelter","1",9480,160
"Paleo","Heaton2021","St. Albans","1",8250,100
"Paleo","Heaton2021","St. Albans","1",8254,89
"Paleo","Heaton2021","St. Albans","1",8943,115
"Paleo","Heaton2021","St. Louis","1",8400,70
"Paleo","Heaton2021","St. Louis","1",9150,40
"Paleo","Heaton2021","Stamp","1",9130,200
"Paleo","Heaton2021","Stamp","1",9660,140
"Paleo","Heaton2021","Standish","1",8170,90
"Paleo","Heaton2021","Stanfield-Worley Shelter","1",9260,183
"Paleo","Heaton2021","State Road Ripple","1",11385,140
"Paleo","Heaton2021","Steel","1",9510,60
"Paleo","Heaton2021","Steel’s Pass","1",9250,70
"Paleo","Heaton2021","Steel’s Pass","1",10100,80
"Paleo","Heaton2021","Stick Man","1",8090,29
"Paleo","Heaton2021","Stigenwalt","1",8275,115
"Paleo","Heaton2021","Stonepine","1",9540,70
"Paleo","Heaton2021","Stucke Farm","1",9370,70
"Paleo","Heaton2021","Sunshine Locality","1",9873,38
"Paleo","Heaton2021","Sunshine Locality","1",10503,27
"Paleo","Heaton2021","Survey Point","1",12260,141
"Paleo","Heaton2021","Swan Landing","1",8675,270
"Paleo","Heaton2021","Swan’s Landing","1",8015,180
"Paleo","Heaton2021","Table Land","1",8499,32
"Paleo","Heaton2021","Taylor","1",9814,35
"Paleo","Heaton2021","Templeton","1",10190,300
"Paleo","Heaton2021","Thunderbird","1",9900,340
"Paleo","Heaton2021","Titus","1",8070,100
"Paleo","Heaton2021","Tule Lake Shelter","1",11450,340
"Paleo","Heaton2021","Turkey Swamp","1",8739,165
"Paleo","Heaton2021","Two Moon Rockshelter","1",8570,60
"Paleo","Heaton2021","Two Moon Rockshelter","1",10060,60
"Paleo","Heaton2021","Union Pacific mammoth","1",11360,350
"Paleo","Heaton2021","Upper Shawnee Island","1",9330,545
"Paleo","Heaton2021","Vail","3",10530,103
"Paleo","Heaton2021","Varney Farm","1",8569,31
"Paleo","Heaton2021","Vegan","1",8400,130
"Paleo","Heaton2021","Ventana Cave","1",9311,30
"Paleo","Heaton2021","Ventana Cave","1",10391,81
"Paleo","Heaton2021","Ventana Cave","1",11300,1200
"Paleo","Heaton2021","Vermilion Lakes Loc. A (153R)","1",9644,98
"Paleo","Heaton2021","Vermilion Lakes Loc. A (153R)","1",9922,46
"Paleo","Heaton2021","Vermilion Lakes Loc. A (153R)","1",10221,107
"Paleo","Heaton2021","Vermilion Lakes Loc. A (153R)","1",10331,60
"Paleo","Heaton2021","Vermilion Lakes Loc. A (153R)","1",10771,173
"Paleo","Heaton2021","Vermilion Lakes Loc. B (502R)","1",9908,97
"Paleo","Heaton2021","Wadleigh Falls","1",8630,150
"Paleo","Heaton2021","Wallmann mammoth","1",11080,300
"Paleo","Heaton2021","Walnut Street trench","1",8685,370
"Paleo","Heaton2021","Walter’s Cave","1",8875,125
"Paleo","Heaton2021","Wapanucket 8","1",8638,58
"Paleo","Heaton2021","Ward’s Point","1",8250,140
"Paleo","Heaton2021","Warm Mineral Spring","1",9337,196
"Paleo","Heaton2021","Warm Mineral Spring","1",10980,160
"Paleo","Heaton2021","Wasden, Owl Cave","1",10328,50
"Paleo","Heaton2021","Weirs Beach","1",9022,185
"Paleo","Heaton2021","Weirs Beach","1",9615,225
"Paleo","Heaton2021","Welsch","1",8000,120
"Paleo","Heaton2021","Welsch","1",8090,110
"Paleo","Heaton2021","Welsch","1",8174,81
"Paleo","Heaton2021","Welsch","1",8190,78
"Paleo","Heaton2021","Welsch","1",8225,65
"Paleo","Heaton2021","Welsch","1",8240,78
"Paleo","Heaton2021","West Creek","1",9850,160
"Paleo","Heaton2021","Wewukiyephuh","1",10343,31
"Paleo","Heaton2021","Whalen","1",9302,98
"Paleo","Heaton2021","WHD Sage Creek","1",8230,540
"Paleo","Heaton2021","WHD Sage Creek","1",8527,179
"Paleo","Heaton2021","Whipple","1",10377,177
"Paleo","Heaton2021","Willard mastodon","1",9600,205
"Paleo","Heaton2021","Wilson Butte Cave","1",10440,67
"Paleo","Heaton2021","Wilson-Leonard","1",8884,68
"Paleo","Heaton2021","Wilson-Leonard","1",9555,66
"Paleo","Heaton2021","Windy Mesa","1",8270,80
"Paleo","Heaton2021","Winger","1",9080,90
"Paleo","Heaton2021","Wizard Beach","1",9204,29
"Paleo","Heaton2021","Wood Island","1",8040,90
"Paleo","Heaton2021","Wyght","1",8030,1970
"Raths","Heaton2021","Aghadegnan","UB-3451",1421,32
"Raths","Heaton2021","Aghadegnan","UB-3454",1551,33
"Raths","Heaton2021","Aghadegnan","UB-3455",1475,21
"Raths","Heaton2021","Aghadegnan","UB-3456",1289,32
"Raths","Heaton2021","Aghadegnan","UB-3458",1270,21
"Raths","Heaton2021","Aghadegnan","UB-3459",1552,49
"Raths","Heaton2021","Aghadegnan","UB-3468",1191,30
"Raths","Heaton2021","Altanagh","UB-2564",1475,60
"Raths","Heaton2021","Altanagh","UB-2565",1585,70
"Raths","Heaton2021","Antiville","D-66",1470,120
"Raths","Heaton2021","Antiville","UB-589",1220,45
"Raths","Heaton2021","Antiville","UB-589b",1260,70
"Raths","Heaton2021","Antiville","UB-7054",1280,33
"Raths","Heaton2021","Ballaghderg","Beta-206702",1230,40
"Raths","Heaton2021","Ballingarry Down","UB-7663",1298,31
"Raths","Heaton2021","Ballingarry Down","UB-7664",1321,32
"Raths","Heaton2021","Ballingarry Down","UB-7665",1312,32
"Raths","Heaton2021","Ballingarry Down","UB-7666",1325,31
"Raths","Heaton2021","Ballyclan","UBA-10014",1115,22
"Raths","Heaton2021","Ballydown","UB-4805",1255,34
"Raths","Heaton2021","Ballydown","UB-4806",1222,34
"Raths","Heaton2021","Ballyhenry","UB-945",1355,40
"Raths","Heaton2021","Ballyhenry","UB-947",1055,30
"Raths","Heaton2021","Ballymacash","UB-2624",905,75
"Raths","Heaton2021","Ballymurphy","UB-6868",1175,29
"Raths","Heaton2021","Ballynacarriga","Beta-165323",1370,40
"Raths","Heaton2021","Ballynacarriga","Beta-165324",1480,70
"Raths","Heaton2021","Ballynacarriga","UB-10501",1265,26
"Raths","Heaton2021","Ballynagallagh","GrN-23169",1300,30
"Raths","Heaton2021","Ballynagallagh","GrN-28572",1405,40
"Raths","Heaton2021","Ballynagallagh","GrN-28573",1200,60
"Raths","Heaton2021","Ballynagallagh","GrN-28574",1300,40
"Raths","Heaton2021","Ballynoe","UB-908",1340,90
"Raths","Heaton2021","Ballyrenan","UB-4602",1440,45
"Raths","Heaton2021","Ballyrenan","UB-4603",1213,36
"Raths","Heaton2021","Ballyvass","Beta-243988",1280,40
"Raths","Heaton2021","Ballyvollen","UB-2728",1365,70
"Raths","Heaton2021","Ballyvollen","UB-2729",1305,65
"Raths","Heaton2021","Ballywillwill","UB-6675",1630,35
"Raths","Heaton2021","Ballywillwill","UB-6781",1181,35
"Raths","Heaton2021","Baronstown","Beta-247014",1280,40
"Raths","Heaton2021","Baronstown","Beta-247016",1450,40
"Raths","Heaton2021","Baronstown","Beta-247017",1580,40
"Raths","Heaton2021","Baronstown","Beta-247018",1580,40
"Raths","Heaton2021","Baronstown","Beta-247019",1610,40
"Raths","Heaton2021","Baronstown","Beta-247020",1500,40
"Raths","Heaton2021","Baronstown","Beta-247022",1230,40
"Raths","Heaton2021","Baronstown","Beta-247023",1230,40
"Raths","Heaton2021","Baronstown","Beta-247024",1580,40
"Raths","Heaton2021","Baronstown","Beta-247026",1560,40
"Raths","Heaton2021","Baronstown","Beta-247027",1660,40
"Raths","Heaton2021","Baronstown","Beta-247028",1640,40
"Raths","Heaton2021","Baronstown","Beta-252083",1490,40
"Raths","Heaton2021","Baronstown","Beta-252086",1460,40
"Raths","Heaton2021","Baronstown","Beta-252087",1330,40
"Raths","Heaton2021","Baronstown","Beta-252088",1600,40
"Raths","Heaton2021","Baronstown","Beta-252091",1420,40
"Raths","Heaton2021","Baysrath","UB-10493",1229,17
"Raths","Heaton2021","Baysrath","UBA-10492",1200,26
"Raths","Heaton2021","Beal Boru","UBA-7661",1051,25
"Raths","Heaton2021","Big Glebe","UB-2151",945,30
"Raths","Heaton2021","Big Glebe","UB-2152",1130,45
"Raths","Heaton2021","Big Glebe","UB-2153",1290,40
"Raths","Heaton2021","Boyerstown","Beta-219006",1410,40
"Raths","Heaton2021","Boyerstown","Beta-219007",1370,40
"Raths","Heaton2021","Boyerstown","Beta-219008",1210,40
"Raths","Heaton2021","Boyerstown","Beta-219009",1340,50
"Raths","Heaton2021","Boyerstown","Beta-219010",1490,40
"Raths","Heaton2021","Brokerstown","UB-9255",1251,21
"Raths","Heaton2021","Brokerstown","UB-9257",1272,22
"Raths","Heaton2021","Brokerstown","UBA-10055",722,30
"Raths","Heaton2021","Carrowreagh","UBA-9313",1327,32
"Raths","Heaton2021","Castlefarm","Beta-220131",1500,40
"Raths","Heaton2021","Castlefarm","Beta-246936",1370,40
"Raths","Heaton2021","Castlefarm","Beta-246945",1420,40
"Raths","Heaton2021","Castlegar","UB-4701",1186,51
"Raths","Heaton2021","Castlegar","UB-4702",1186,51
"Raths","Heaton2021","Castlegar","UB-4704",1182,44
"Raths","Heaton2021","Castlegar","UB-6992",1334,30
"Raths","Heaton2021","Clogher","UB-2035",1440,45
"Raths","Heaton2021","Clogher","UB-2036",1710,75
"Raths","Heaton2021","Clogher","UB-2038",1260,70
"Raths","Heaton2021","Clogher","UB-2176",1335,65
"Raths","Heaton2021","Clogher","UB-6666",1570,31
"Raths","Heaton2021","Clogher","UB-6667",1517,32
"Raths","Heaton2021","Clogher","UB-844",1555,45
"Raths","Heaton2021","Cloncowan","UB-4990",1538,42
"Raths","Heaton2021","Cloncowan","UB-4992",1555,24
"Raths","Heaton2021","Clontonakelly","UB-663",1400,60
"Raths","Heaton2021","Cloonaghboy","GrA-35570",1290,30
"Raths","Heaton2021","Cloonaghboy","Gra-35587",1430,35
"Raths","Heaton2021","Cloongownagh","UCD-0113",1330,55
"Raths","Heaton2021","Coarhbeg","GrN-21031",1400,40
"Raths","Heaton2021","Collierstown","Beta-241296",1410,40
"Raths","Heaton2021","Collierstown","Beta-247009",1530,40
"Raths","Heaton2021","Collierstown","Beta-247010",1580,40
"Raths","Heaton2021","Collierstown","Beta-247207",1580,40
"Raths","Heaton2021","Colp West","UB-4672",1357,44
"Raths","Heaton2021","Colp West","UB-4673",1357,44
"Raths","Heaton2021","Colp West","UB-4674",1397,44
"Raths","Heaton2021","Colp West","UB-4675",1345,44
"Raths","Heaton2021","Colp West","UB-4684",1340,38
"Raths","Heaton2021","Colp West","UB-4685",1339,40
"Raths","Heaton2021","Conva","UB-3635",1388,37
"Raths","Heaton2021","Conva","UB-3638",1525,43
"Raths","Heaton2021","Crossnacreevy","UB-751",715,65
"Raths","Heaton2021","Curraheen","Beta-171416",1420,40
"Raths","Heaton2021","Curraheen","Beta-171417",1390,70
"Raths","Heaton2021","Curraheen","Beta-171419",1220,60
"Raths","Heaton2021","Curraheen","Beta-171420",1300,40
"Raths","Heaton2021","Curraheen","Beta-171423",1300,60
"Raths","Heaton2021","Curraheen","Beta-178192",1490,60
"Raths","Heaton2021","Deer Park Farms","UB-3064",1295,16
"Raths","Heaton2021","Deer Park Farms","UB-3065",1229,14
"Raths","Heaton2021","Deer Park Farms","UB-3066",1302,15
"Raths","Heaton2021","Deer Park Farms","UB-3081",1311,18
"Raths","Heaton2021","Deer Park Farms","UB-3082",1291,17
"Raths","Heaton2021","Deer Park Farms","UB-3083",1280,17
"Raths","Heaton2021","Deer Park Farms","UB-3084",1312,20
"Raths","Heaton2021","Deer Park Farms","UB-3093",1269,16
"Raths","Heaton2021","Deer Park Farms","UB-3199",1181,14
"Raths","Heaton2021","Deer Park Farms","UB-3200",1258,14
"Raths","Heaton2021","Deer Park Farms","UB-3201",1171,14
"Raths","Heaton2021","Deer Park Farms","UB-3217",1408,43
"Raths","Heaton2021","Deer Park Farms","UB-4192",1258,22
"Raths","Heaton2021","Deer Park Farms","UB-4193",1142,34
"Raths","Heaton2021","Deer Park Farms","UB-4194",1313,38
"Raths","Heaton2021","Deer Park Farms","UB-4195",1219,25
"Raths","Heaton2021","Deer Park Farms","UB-4196",1189,31
"Raths","Heaton2021","Deer Park Farms","UB-4197",1273,24
"Raths","Heaton2021","Deer Park Farms","UB-4953",925,39
"Raths","Heaton2021","Dowdstown","Beta-220117",1240,40
"Raths","Heaton2021","Dowdstown","Beta-220118",1570,60
"Raths","Heaton2021","Dowdstown","Beta-220119",1540,40
"Raths","Heaton2021","Dowdstown","Beta-220120",1300,40
"Raths","Heaton2021","Dowdstown","Beta-247068",1440,40
"Raths","Heaton2021","Dowdstown","Beta-247070",1320,40
"Raths","Heaton2021","Dowdstown","Beta-247071",1340,40
"Raths","Heaton2021","Dowdstown","UB-7009",1369,33
"Raths","Heaton2021","Dowdstown","UB-7039",1454,33
"Raths","Heaton2021","Dromthacker","GrN-23797",1480,25
"Raths","Heaton2021","Dromthacker","GrN-23798",1520,30
"Raths","Heaton2021","Drumadoon","UB-6414",1185,30
"Raths","Heaton2021","Drumadoon","UB-6416",1152,30
"Raths","Heaton2021","Drumadoon","UB-6417",1186,30
"Raths","Heaton2021","Drumadoon","UB-6418",1199,30
"Raths","Heaton2021","Drumadoon","UB-6993",1260,29
"Raths","Heaton2021","Dunbeg","UB-2215",1150,75
"Raths","Heaton2021","Dunbell Big","UB-3389",1430,54
"Raths","Heaton2021","Dunbell Big","UB-3390",1193,33
"Raths","Heaton2021","Dunbell Big","UB-3391",1233,39
"Raths","Heaton2021","Dunbell Big","UB-3392",1314,28
"Raths","Heaton2021","Dunbell Big","UB-3410",1309,70
"Raths","Heaton2021","Dunbell Big","UB-3412",1141,32
"Raths","Heaton2021","Dunsilly","UB-968",890,40
"Raths","Heaton2021","Glebe","OxA-12718",1263,26
"Raths","Heaton2021","Glebe","OxA-12720",1244,27
"Raths","Heaton2021","Glebe","OxA-12814",1473,32
"Raths","Heaton2021","Glebe","OxA-12816",1460,32
"Raths","Heaton2021","Gransha","UB-2597",1465,55
"Raths","Heaton2021","Gransha","UB-2598",1580,50
"Raths","Heaton2021","Gransha","UB-6808",1224,32
"Raths","Heaton2021","Gransha","UB-6809",1165,33
"Raths","Heaton2021","Harlockstown","Wk-18183",1527,64
"Raths","Heaton2021","Johnstown","Beta-177959",1490,60
"Raths","Heaton2021","Johnstown","Beta-177960",1470,60
"Raths","Heaton2021","Kilcloghans","UB-8835",1283,36
"Raths","Heaton2021","Killanully","UB-3647",1222,34
"Raths","Heaton2021","Killanully","UB-3649",1155,38
"Raths","Heaton2021","Killealy","UB-537",1470,45
"Raths","Heaton2021","Killealy","UB-538",1600,65
"Raths","Heaton2021","Killealy","UB-539",1540,65
"Raths","Heaton2021","Killealy","UB-540",1385,65
"Raths","Heaton2021","Killealy","UB-541",1560,35
"Raths","Heaton2021","Killealy","UB-542",1345,65
"Raths","Heaton2021","Killealy","UB-544",1230,50
"Raths","Heaton2021","Killealy","UB-545",1395,40
"Raths","Heaton2021","Killeany","UBA-8172",1418,22
"Raths","Heaton2021","Killickaweeny","Beta-185557",1350,60
"Raths","Heaton2021","Killyliss","UB-2620",1180,60
"Raths","Heaton2021","Killyliss","UB-2621",1355,65
"Raths","Heaton2021","Killyliss","UB-2623",1140,55
"Raths","Heaton2021","Killyliss","UB-6972",1239,30
"Raths","Heaton2021","Kilree","UBA-9040",1125,26
"Raths","Heaton2021","Kilree","UBA-9043",1098,23
"Raths","Heaton2021","Knockadrina","UBA-9039",1020,22
"Raths","Heaton2021","Knowth M","UB-7020",1277,30
"Raths","Heaton2021","Leggetsrath","Beta-205166",1350,60
"Raths","Heaton2021","Leggetsrath","Beta-205168",1180,60
"Raths","Heaton2021","Leggetsrath","Beta-205169",1100,60
"Raths","Heaton2021","Leggetsrath","UBA-8171",1210,21
"Raths","Heaton2021","Lisachiggel","UBA-8174",1015,23
"Raths","Heaton2021","Liscahane","OxA-2203",1480,70
"Raths","Heaton2021","Lisleagh I","UB-2548",1325,35
"Raths","Heaton2021","Lisleagh I","UB-2549",1280,75
"Raths","Heaton2021","Lisleagh I","UB-2608",1309,55
"Raths","Heaton2021","Lisleagh I","UB-2688",1390,65
"Raths","Heaton2021","Lisnagun","UB-3178",1110,35
"Raths","Heaton2021","Lougboy","UB-4465",1408,42
"Raths","Heaton2021","Lougboy","UB-4466",1589,55
"Raths","Heaton2021","Lougboy","UB-4467",1345,42
"Raths","Heaton2021","Loughbown I","UB-7362",1444,32
"Raths","Heaton2021","Loughbown II","UBA-8103",1159,29
"Raths","Heaton2021","Magheraboy","Beta-197650",1160,40
"Raths","Heaton2021","Magheraboy","Beta-197651",1220,40
"Raths","Heaton2021","Magheraboy","Beta-197652",1150,70
"Raths","Heaton2021","Magheraboy","Beta-197654",1350,80
"Raths","Heaton2021","Magheramenagh","Beta-186550",1160,40
"Raths","Heaton2021","Magheramenagh","Beta-186551",1280,40
"Raths","Heaton2021","Marshes Upper","Beta-170297",1480,90
"Raths","Heaton2021","Marshes Upper","Beta-170303",1230,40
"Raths","Heaton2021","Meadowbank","UB-4232",1255,44
"Raths","Heaton2021","Meadowbank","UB-4233",1352,49
"Raths","Heaton2021","Meadowbank","UB-4234",1511,44
"Raths","Heaton2021","Newtown","Beta-182317",1090,60
"Raths","Heaton2021","Oldcourt","UBA-7662",1300,35
"Raths","Heaton2021","Parknahown","Beta-218638",1530,50
"Raths","Heaton2021","Parknahown","Beta-218647",1560,40
"Raths","Heaton2021","Parknahown","UBA-8175",1430,22
"Raths","Heaton2021","Poleglass","UB-920",1060,70
"Raths","Heaton2021","Poleglass","UB-921",1205,65
"Raths","Heaton2021","Raheennamadra","U241",1430,130
"Raths","Heaton2021","Raheennamadra","U245",1300,120
"Raths","Heaton2021","Raheennamadra","U247",1360,100
"Raths","Heaton2021","Rathgurreen","UB-4323",1275,36
"Raths","Heaton2021","Rathmullan","UB-2525",1085,20
"Raths","Heaton2021","Rathmullan","UB-2526",1500,40
"Raths","Heaton2021","Rathmullan","UB-2527",1130,40
"Raths","Heaton2021","Rochfort Demesne","SUERC-8586",1350,35
"Raths","Heaton2021","Rochfort Demesne","SUERC-8587",1200,35
"Raths","Heaton2021","Rochfort Demesne","SUERC-8588",1230,35
"Raths","Heaton2021","Roestown","Beta-219002",1320,40
"Raths","Heaton2021","Roestown","Beta-219003",1360,40
"Raths","Heaton2021","Roestown","Beta-219005",1380,40
"Raths","Heaton2021","Roestown","Beta-220114",1200,40
"Raths","Heaton2021","Roestown","Beta-220115",1480,40
"Raths","Heaton2021","Seacash","UB-671",1430,70
"Raths","Heaton2021","Seacash","UB-672",1175,65
"Raths","Heaton2021","Seacash","UB-674",1350,30
"Raths","Heaton2021","Seacash","UB-847F",1135,100
"Raths","Heaton2021","Skahanagh North","Beta-201060",1240,60
"Raths","Heaton2021","Skahanagh North","Beta-201061",1240,70
"Raths","Heaton2021","Skahanagh North","Beta-201062",1440,50
"Raths","Heaton2021","Skahanagh North","Beta-201063",1290,60
"Raths","Heaton2021","Skahanagh North","Beta-201064",1380,40
"Raths","Heaton2021","Solsborough","UCD-00155",1435,55
"Raths","Heaton2021","Solsborough","UCD-00156",1670,55
"Raths","Heaton2021","Solsborough","UCD-0119",1375,55
"Raths","Heaton2021","Solsborough","UCD-0122",1520,66
"Raths","Heaton2021","Tullahedy","UB-4580",1321,35
"Raths","Heaton2021","Tullahedy","UCD-0127",1555,50
"Raths","Heaton2021","Tullahedy","UCD-0129",1440,50
"Raths","Heaton2021","Tullyallen","UB-665",1400,65
"Raths","Heaton2021","Twomileborris","UBA-9100",1275,20
"Raths","Heaton2021","Woodstown","Beta-194065",1590,40
"Tikal","Price2021","Tikal","P-750",2538,53
"Tikal","Price2021","Tikal","P-759",2406,47
"Tikal","Price2021","Tikal","P-755",2225,55
"Tikal","Price2021","Tikal","P-751",2169,52
"Tikal","Price2021","Tikal","P-752",2157,52
"Tikal","Price2021","Tikal","P-286",2100,45
"Tikal","Price2021","Tikal","P-288",2090,55
"Tikal","Price2021","Tikal","P-560",2075,49
"Tikal","Price2021","Tikal","P-753",2068,52
"Tikal","Price2021","Tikal","P-756",2064,52
"Tikal","Price2021","Tikal","P-289",2040,57
"Tikal","Price2021","Tikal","P-298",2040,57
"Tikal","Price2021","Tikal","P-758",2040,53
