"dataset","source","site","id","c14_age","c14_error"
"Iron","Heaton2021",,"1544",2766,33
"Iron","Heaton2021",,"1263",2767,29
"Iron","Heaton2021",,"2064",2767,25
"Iron","Heaton2021",,"2261",2768,24
"Iron","Heaton2021",,"1739",2769,35
"Iron","Heaton2021",,"1588",2769,37
"Iron","Heaton2021",,"1314",2770,40
"Iron","Heaton2021",,"57",2770,20
"Iron","Heaton2021",,"2537",2770,40
"Iron","Heaton2021",,"2167",2770,40
"Iron","Heaton2021",,"1306",2770,40
"Iron","Heaton2021",,"1305",2770,40
"Iron","Heaton2021",,"1324",2770,35
"Iron","Heaton2021",,"1722",2770,32
"Iron","Heaton2021",,"2600",2770,22
"Iron","Heaton2021",,"1857",2770,80
"Iron","Heaton2021",,"467",2770,80
"Iron","Heaton2021",,"475",2770,55
"Iron","Heaton2021",,"2222",2770,60
"Iron","Heaton2021",,"1804",2770,40
"Iron","Heaton2021",,"1843",2771,27
"Iron","Heaton2021",,"2582",2771,28
"Iron","Heaton2021",,"1690",2772,27
"Iron","Heaton2021",,"161",2772,38
"Iron","Heaton2021",,"1892",2773,26
"Iron","Heaton2021",,"1205",2774,38
"Iron","Heaton2021",,"2644",2775,38
"Iron","Heaton2021",,"2148",2775,26
"Iron","Heaton2021",,"741",2775,30
"Iron","Heaton2021",,"1717",2778,32
"Iron","Heaton2021",,"1554",2780,40
"Iron","Heaton2021",,"1559",2780,40
"Iron","Heaton2021",,"1552",2780,40
"Iron","Heaton2021",,"2111",2780,35
"Iron","Heaton2021",,"2176",2780,35
"Iron","Heaton2021",,"2526",2780,40
"Iron","Heaton2021",,"1438",2780,40
"Iron","Heaton2021",,"1579",2780,40
"Iron","Heaton2021",,"1532",2780,40
"Iron","Heaton2021",,"2433",2780,60
"Iron","Heaton2021",,"2836",2780,30
"Iron","Heaton2021",,"127",2780,90
"Iron","Heaton2021",,"746",2780,40
"Iron","Heaton2021",,"1424",2780,90
"Iron","Heaton2021",,"1119",2780,60
"Iron","Heaton2021",,"2627",2780,35
"Iron","Heaton2021",,"477",2780,50
"Iron","Heaton2021",,"1884",2781,28
"Iron","Heaton2021",,"1798",2782,21
"Iron","Heaton2021",,"2496",2783,35
"Iron","Heaton2021",,"2649",2783,38
"Iron","Heaton2021",,"1188",2783,25
"Iron","Heaton2021",,"1206",2784,28
"Iron","Heaton2021",,"444",2785,35
"Iron","Heaton2021",,"2079",2785,35
"Iron","Heaton2021",,"1048",2785,35
"Iron","Heaton2021",,"2585",2785,21
"Iron","Heaton2021",,"605",2786,40
"Iron","Heaton2021",,"1330",2786,40
"Iron","Heaton2021",,"1724",2787,32
"Iron","Heaton2021",,"1891",2787,24
"Iron","Heaton2021",,"1882",2788,34
"Iron","Heaton2021",,"1240",2788,21
"Iron","Heaton2021",,"1248",2788,24
"Iron","Heaton2021",,"1785",2788,26
"Iron","Heaton2021",,"1609",2789,24
"Iron","Heaton2021",,"1011",2789,33
"Iron","Heaton2021",,"445",2790,35
"Iron","Heaton2021",,"1128",2790,40
"Iron","Heaton2021",,"67",2790,80
"Iron","Heaton2021",,"2149",2791,26
"Iron","Heaton2021",,"1090",2791,21
"Iron","Heaton2021",,"1786",2792,31
"Iron","Heaton2021",,"1344",2793,30
"Iron","Heaton2021",,"474",2795,35
"Iron","Heaton2021",,"1845",2795,20
"Iron","Heaton2021",,"1769",2795,24
"Iron","Heaton2021",,"2201",2795,30
"Iron","Heaton2021",,"448",2795,35
"Iron","Heaton2021",,"1710",2796,22
"Iron","Heaton2021",,"2831",2796,47
"Iron","Heaton2021",,"2304",2796,36
"Iron","Heaton2021",,"2885",2796,32
"Iron","Heaton2021",,"1062",2799,27
"Iron","Heaton2021",,"2599",2799,22
"Iron","Heaton2021",,"2411",2799,28
"Iron","Heaton2021",,"908",2800,22
"Iron","Heaton2021",,"1788",2800,22
"Iron","Heaton2021",,"2109",2800,35
"Iron","Heaton2021",,"2595",2800,22
"Iron","Heaton2021",,"1277",2800,60
"Iron","Heaton2021",,"2432",2800,70
"Iron","Heaton2021",,"788",2800,35
"Iron","Heaton2021",,"2587",2801,23
"Iron","Heaton2021",,"1140",2801,27
"Iron","Heaton2021",,"1299",2803,40
"Iron","Heaton2021",,"1719",2803,31
"Iron","Heaton2021",,"1850",2803,37
"Iron","Heaton2021",,"1748",2803,29
"Iron","Heaton2021",,"1175",2804,33
"Iron","Heaton2021",,"2326",2804,31
"Iron","Heaton2021",,"2691",2805,35
"Iron","Heaton2021",,"1411",2805,23
"Iron","Heaton2021",,"2121",2805,35
"Iron","Heaton2021",,"1014",2805,33
"Iron","Heaton2021",,"431",2805,45
"Iron","Heaton2021",,"879",2805,20
"Iron","Heaton2021",,"2814",2806,24
"Iron","Heaton2021",,"1842",2806,22
"Iron","Heaton2021",,"1770",2808,23
"Iron","Heaton2021",,"1527",2808,33
"Iron","Heaton2021",,"1782",2808,22
"Iron","Heaton2021",,"1177",2809,20
"Iron","Heaton2021",,"1718",2809,33
"Iron","Heaton2021",,"2547",2810,50
"Iron","Heaton2021",,"918",2810,50
"Iron","Heaton2021",,"2102",2810,35
"Iron","Heaton2021",,"1275",2810,40
"Iron","Heaton2021",,"2250",2810,30
"Iron","Heaton2021",,"1381",2810,35
"Iron","Heaton2021",,"2647",2810,50
"Iron","Heaton2021",,"1913",2810,50
"Iron","Heaton2021",,"1495",2810,40
"Iron","Heaton2021",,"1896",2810,25
"Iron","Heaton2021",,"2217",2810,60
"Iron","Heaton2021",,"1606",2810,60
"Iron","Heaton2021",,"497",2810,40
"Iron","Heaton2021",,"2687",2810,105
"Iron","Heaton2021",,"1144",2810,90
"Iron","Heaton2021",,"1419",2810,60
"Iron","Heaton2021",,"833",2810,50
"Iron","Heaton2021",,"1169",2811,26
"Iron","Heaton2021",,"1161",2812,46
"Iron","Heaton2021",,"1271",2812,24
"Iron","Heaton2021",,"1333",2812,23
"Iron","Heaton2021",,"1894",2813,25
"Iron","Heaton2021",,"1303",2813,30
"Iron","Heaton2021",,"2586",2814,32
"Iron","Heaton2021",,"1241",2815,22
"Iron","Heaton2021",,"1488",2815,50
"Iron","Heaton2021",,"2270",2815,50
"Iron","Heaton2021",,"1190",2816,21
"Iron","Heaton2021",,"812",2817,32
"Iron","Heaton2021",,"1352",2817,56
"Iron","Heaton2021",,"2013",2820,40
"Iron","Heaton2021",,"1549",2820,40
"Iron","Heaton2021",,"2288",2820,40
"Iron","Heaton2021",,"1065",2820,40
"Iron","Heaton2021",,"2711",2820,40
"Iron","Heaton2021",,"1863",2820,39
"Iron","Heaton2021",,"1799",2820,30
"Iron","Heaton2021",,"1131",2820,40
"Iron","Heaton2021",,"453",2820,50
"Iron","Heaton2021",,"969",2820,40
"Iron","Heaton2021",,"2187",2820,35
"Iron","Heaton2021",,"428",2820,70
"Iron","Heaton2021",,"1440",2820,60
"Iron","Heaton2021",,"90",2820,35
"Iron","Heaton2021",,"1397",2822,25
"Iron","Heaton2021",,"1777",2822,34
"Iron","Heaton2021",,"2147",2822,34
"Iron","Heaton2021",,"1870",2824,37
"Iron","Heaton2021",,"1781",2825,22
"Iron","Heaton2021",,"1410",2825,47
"Iron","Heaton2021",,"1376",2825,35
"Iron","Heaton2021",,"1516",2826,41
"Iron","Heaton2021",,"935",2826,35
"Iron","Heaton2021",,"940",2826,30
"Iron","Heaton2021",,"1321",2827,36
"Iron","Heaton2021",,"1827",2827,41
"Iron","Heaton2021",,"2153",2827,29
"Iron","Heaton2021",,"2594",2827,22
"Iron","Heaton2021",,"926",2828,32
"Iron","Heaton2021",,"2061",2828,27
"Iron","Heaton2021",,"2578",2829,21
"Iron","Heaton2021",,"1313",2830,40
"Iron","Heaton2021",,"468",2830,50
"Iron","Heaton2021",,"1192",2830,40
"Iron","Heaton2021",,"2095",2830,35
"Iron","Heaton2021",,"952",2830,34
"Iron","Heaton2021",,"2564",2830,70
"Iron","Heaton2021",,"1756",2830,40
"Iron","Heaton2021",,"1185",2830,35
"Iron","Heaton2021",,"1162",2830,40
"Iron","Heaton2021",,"851",2830,50
"Iron","Heaton2021",,"995",2830,30
"Iron","Heaton2021",,"1230",2831,29
"Iron","Heaton2021",,"1846",2832,22
"Iron","Heaton2021",,"465",2833,55
"Iron","Heaton2021",,"1733",2834,33
"Iron","Heaton2021",,"1919",2834,36
"Iron","Heaton2021",,"2082",2835,35
"Iron","Heaton2021",,"2070",2835,31
"Iron","Heaton2021",,"2597",2835,35
"Iron","Heaton2021",,"1231",2838,45
"Iron","Heaton2021",,"1723",2838,33
"Iron","Heaton2021",,"1266",2839,26
"Iron","Heaton2021",,"776",2840,120
"Iron","Heaton2021",,"945",2840,25
"Iron","Heaton2021",,"806",2840,25
"Iron","Heaton2021",,"1215",2840,40
"Iron","Heaton2021",,"1214",2840,40
"Iron","Heaton2021",,"2549",2840,40
"Iron","Heaton2021",,"909",2840,40
"Iron","Heaton2021",,"868",2840,35
"Iron","Heaton2021",,"1207",2841,27
"Iron","Heaton2021",,"1334",2842,25
"Iron","Heaton2021",,"1825",2842,23
"Iron","Heaton2021",,"1779",2842,24
"Iron","Heaton2021",,"1002",2842,35
"Iron","Heaton2021",,"1693",2843,21
"Iron","Heaton2021",,"1732",2843,33
"Iron","Heaton2021",,"2602",2844,26
"Iron","Heaton2021",,"1903",2844,36
"Iron","Heaton2021",,"1611",2844,21
"Iron","Heaton2021",,"1003",2844,32
"Iron","Heaton2021",,"1761",2844,21
"Iron","Heaton2021",,"1289",2845,40
"Iron","Heaton2021",,"1291",2845,35
"Iron","Heaton2021",,"895",2845,16
"Iron","Heaton2021",,"1005",2845,33
"Iron","Heaton2021",,"2122",2845,35
"Iron","Heaton2021",,"910",2845,40
"Iron","Heaton2021",,"2018",2845,40
"Iron","Heaton2021",,"1301",2845,22
"Iron","Heaton2021",,"1226",2846,30
"Iron","Heaton2021",,"1796",2846,24
"Iron","Heaton2021",,"1895",2846,24
"Iron","Heaton2021",,"1783",2847,22
"Iron","Heaton2021",,"2492",2849,35
"Iron","Heaton2021",,"2256",2850,23
"Iron","Heaton2021",,"2194",2850,35
"Iron","Heaton2021",,"1224",2850,32
"Iron","Heaton2021",,"1489",2850,35
"Iron","Heaton2021",,"992",2850,30
"Iron","Heaton2021",,"1017",2850,50
"Iron","Heaton2021",,"2596",2850,35
"Iron","Heaton2021",,"1533",2850,40
"Iron","Heaton2021",,"1320",2850,35
"Iron","Heaton2021",,"2568",2850,40
"Iron","Heaton2021",,"1874",2850,35
"Iron","Heaton2021",,"1873",2850,20
"Iron","Heaton2021",,"1435",2850,60
"Iron","Heaton2021",,"1437",2850,80
"Iron","Heaton2021",,"867",2850,35
"Iron","Heaton2021",,"1153",2850,40
"Iron","Heaton2021",,"1700",2852,37
"Iron","Heaton2021",,"464",2852,55
"Iron","Heaton2021",,"857",2853,31
"Iron","Heaton2021",,"1332",2854,33
"Iron","Heaton2021",,"2146",2854,29
"Iron","Heaton2021",,"1734",2854,32
"Iron","Heaton2021",,"983",2854,33
"Iron","Heaton2021",,"2103",2855,35
"Iron","Heaton2021",,"1862",2855,40
"Iron","Heaton2021",,"1861",2855,27
"Iron","Heaton2021",,"2124",2855,35
"Iron","Heaton2021",,"2143",2855,38
"Iron","Heaton2021",,"1760",2855,22
"Iron","Heaton2021",,"2689",2855,105
"Iron","Heaton2021",,"891",2855,20
"Iron","Heaton2021",,"2724",2856,31
"Iron","Heaton2021",,"1061",2857,23
"Iron","Heaton2021",,"2152",2857,37
"Iron","Heaton2021",,"2607",2857,26
"Iron","Heaton2021",,"2118",2859,29
"Iron","Heaton2021",,"1522",2860,34
"Iron","Heaton2021",,"2548",2860,40
"Iron","Heaton2021",,"1308",2860,40
"Iron","Heaton2021",,"1265",2860,26
"Iron","Heaton2021",,"1797",2860,23
"Iron","Heaton2021",,"1547",2860,24
"Iron","Heaton2021",,"460",2860,140
"Iron","Heaton2021",,"2583",2860,23
"Iron","Heaton2021",,"2216",2860,70
"Iron","Heaton2021",,"864",2860,40
"Iron","Heaton2021",,"1092",2860,40
"Iron","Heaton2021",,"1029",2860,50
"Iron","Heaton2021",,"1917",2860,45
"Iron","Heaton2021",,"2314",2860,70
"Iron","Heaton2021",,"852",2860,70
"Iron","Heaton2021",,"1345",2861,28
"Iron","Heaton2021",,"950",2861,32
"Iron","Heaton2021",,"951",2861,33
"Iron","Heaton2021",,"1687",2861,18
"Iron","Heaton2021",,"1961",2861,28
"Iron","Heaton2021",,"1269",2862,20
"Iron","Heaton2021",,"1725",2863,32
"Iron","Heaton2021",,"1784",2863,26
"Iron","Heaton2021",,"1731",2863,33
"Iron","Heaton2021",,"1222",2864,29
"Iron","Heaton2021",,"2259",2864,24
"Iron","Heaton2021",,"1187",2864,34
"Iron","Heaton2021",,"1300",2864,23
"Iron","Heaton2021",,"2101",2865,35
"Iron","Heaton2021",,"1210",2865,25
"Iron","Heaton2021",,"1694",2865,21
"Iron","Heaton2021",,"1871",2865,25
"Iron","Heaton2021",,"937",2865,45
"Iron","Heaton2021",,"2065",2866,25
"Iron","Heaton2021",,"1337",2868,21
"Iron","Heaton2021",,"2655",2868,21
"Iron","Heaton2021",,"1256",2868,27
"Iron","Heaton2021",,"1239",2870,28
"Iron","Heaton2021",,"1307",2870,40
"Iron","Heaton2021",,"1460",2870,40
"Iron","Heaton2021",,"2343",2870,40
"Iron","Heaton2021",,"2128",2870,40
"Iron","Heaton2021",,"1663",2870,40
"Iron","Heaton2021",,"1125",2870,40
"Iron","Heaton2021",,"2698",2870,35
"Iron","Heaton2021",,"2162",2870,80
"Iron","Heaton2021",,"2589",2870,21
"Iron","Heaton2021",,"2307",2870,80
"Iron","Heaton2021",,"673",2870,80
"Iron","Heaton2021",,"2529",2870,40
"Iron","Heaton2021",,"998",2870,60
"Iron","Heaton2021",,"2133",2870,40
"Iron","Heaton2021",,"883",2870,60
"Iron","Heaton2021",,"920",2871,34
"Iron","Heaton2021",,"1591",2872,31
"Iron","Heaton2021",,"1749",2872,28
"Iron","Heaton2021",,"1401",2872,23
"Iron","Heaton2021",,"928",2872,30
"Iron","Heaton2021",,"1172",2872,22
"Iron","Heaton2021",,"904",2872,47
"Iron","Heaton2021",,"1167",2873,21
"Iron","Heaton2021",,"1819",2873,23
"Iron","Heaton2021",,"1189",2873,28
"Iron","Heaton2021",,"931",2873,30
"Iron","Heaton2021",,"984",2873,43
"Iron","Heaton2021",,"2397",2874,39
"Iron","Heaton2021",,"1684",2874,22
"Iron","Heaton2021",,"1768",2875,24
"Iron","Heaton2021",,"1255",2875,28
"Iron","Heaton2021",,"2714",2875,30
"Iron","Heaton2021",,"888",2875,35
"Iron","Heaton2021",,"2155",2877,26
"Iron","Heaton2021",,"2606",2878,22
"Iron","Heaton2021",,"1208",2878,26
"Iron","Heaton2021",,"1225",2879,29
"Iron","Heaton2021",,"1310",2880,40
"Iron","Heaton2021",,"1223",2880,40
"Iron","Heaton2021",,"1459",2880,40
"Iron","Heaton2021",,"2677",2880,30
"Iron","Heaton2021",,"2702",2880,35
"Iron","Heaton2021",,"2092",2880,35
"Iron","Heaton2021",,"1253",2880,22
"Iron","Heaton2021",,"2800",2880,105
"Iron","Heaton2021",,"427",2880,110
"Iron","Heaton2021",,"789",2880,40
"Iron","Heaton2021",,"2191",2880,70
"Iron","Heaton2021",,"1911",2880,40
"Iron","Heaton2021",,"2140",2880,40
"Iron","Heaton2021",,"2083",2880,40
"Iron","Heaton2021",,"2573",2880,40
"Iron","Heaton2021",,"2532",2880,50
"Iron","Heaton2021",,"1679",2880,70
"Iron","Heaton2021",,"1678",2880,60
"Iron","Heaton2021",,"2434",2880,70
"Iron","Heaton2021",,"555",2880,40
"Iron","Heaton2021",,"881",2880,40
"Iron","Heaton2021",,"884",2880,35
"Iron","Heaton2021",,"889",2880,35
"Iron","Heaton2021",,"1000",2881,32
"Iron","Heaton2021",,"988",2881,45
"Iron","Heaton2021",,"1824",2882,23
"Iron","Heaton2021",,"1866",2882,30
"Iron","Heaton2021",,"2718",2885,30
"Iron","Heaton2021",,"2721",2885,30
"Iron","Heaton2021",,"989",2885,30
"Iron","Heaton2021",,"990",2885,30
"Iron","Heaton2021",,"999",2885,40
"Iron","Heaton2021",,"2878",2886,28
"Iron","Heaton2021",,"932",2887,31
"Iron","Heaton2021",,"896",2889,27
"Iron","Heaton2021",,"775",2890,40
"Iron","Heaton2021",,"2699",2890,30
"Iron","Heaton2021",,"1427",2890,40
"Iron","Heaton2021",,"2717",2890,30
"Iron","Heaton2021",,"2094",2890,35
"Iron","Heaton2021",,"1490",2890,60
"Iron","Heaton2021",,"2664",2890,50
"Iron","Heaton2021",,"2716",2890,30
"Iron","Heaton2021",,"1646",2890,22
"Iron","Heaton2021",,"2134",2890,40
"Iron","Heaton2021",,"1534",2890,40
"Iron","Heaton2021",,"1806",2890,30
"Iron","Heaton2021",,"2345",2890,40
"Iron","Heaton2021",,"2634",2890,33
"Iron","Heaton2021",,"917",2890,40
"Iron","Heaton2021",,"2486",2890,40
"Iron","Heaton2021",,"905",2890,35
"Iron","Heaton2021",,"1615",2890,125
"Iron","Heaton2021",,"1589",2890,26
"Iron","Heaton2021",,"439",2890,90
"Iron","Heaton2021",,"1259",2891,30
"Iron","Heaton2021",,"1399",2892,22
"Iron","Heaton2021",,"1377",2893,33
"Iron","Heaton2021",,"2160",2893,34
"Iron","Heaton2021",,"1089",2893,21
"Iron","Heaton2021",,"1094",2895,40
"Iron","Heaton2021",,"987",2895,20
"Iron","Heaton2021",,"2125",2895,35
"Iron","Heaton2021",,"2584",2895,22
"Iron","Heaton2021",,"1375",2895,35
"Iron","Heaton2021",,"2501",2895,50
"Iron","Heaton2021",,"36",2895,150
"Iron","Heaton2021",,"911",2895,35
"Iron","Heaton2021",,"1181",2896,38
"Iron","Heaton2021",,"1170",2896,23
"Iron","Heaton2021",,"1801",2896,24
"Iron","Heaton2021",,"2601",2897,30
"Iron","Heaton2021",,"986",2899,34
"Iron","Heaton2021",,"1216",2900,40
"Iron","Heaton2021",,"946",2900,60
"Iron","Heaton2021",,"2175",2900,35
"Iron","Heaton2021",,"2396",2900,23
"Iron","Heaton2021",,"2719",2900,30
"Iron","Heaton2021",,"2680",2900,45
"Iron","Heaton2021",,"907",2900,47
"Iron","Heaton2021",,"2091",2900,35
"Iron","Heaton2021",,"2178",2900,35
"Iron","Heaton2021",,"2180",2900,35
"Iron","Heaton2021",,"2879",2900,50
"Iron","Heaton2021",,"985",2900,40
"Iron","Heaton2021",,"2138",2900,40
"Iron","Heaton2021",,"1429",2900,50
"Iron","Heaton2021",,"2508",2900,35
"Iron","Heaton2021",,"872",2900,60
"Iron","Heaton2021",,"1512",2902,30
"Iron","Heaton2021",,"1868",2902,26
"Iron","Heaton2021",,"2605",2903,26
"Iron","Heaton2021",,"1209",2903,20
"Iron","Heaton2021",,"1413",2904,33
"Iron","Heaton2021",,"1280",2904,19
"Iron","Heaton2021",,"2710",2905,35
"Iron","Heaton2021",,"2098",2905,35
"Iron","Heaton2021",,"2715",2905,30
"Iron","Heaton2021",,"2720",2905,30
"Iron","Heaton2021",,"991",2905,30
"Iron","Heaton2021",,"2192",2905,35
"Iron","Heaton2021",,"887",2905,40
"Iron","Heaton2021",,"886",2905,35
"Iron","Heaton2021",,"1711",2908,22
"Iron","Heaton2021",,"939",2909,39
"Iron","Heaton2021",,"1688",2909,22
"Iron","Heaton2021",,"2697",2910,25
"Iron","Heaton2021",,"996",2910,40
"Iron","Heaton2021",,"1238",2910,26
"Iron","Heaton2021",,"856",2910,30
"Iron","Heaton2021",,"1252",2910,25
"Iron","Heaton2021",,"1822",2910,23
"Iron","Heaton2021",,"1820",2910,22
"Iron","Heaton2021",,"2707",2910,30
"Iron","Heaton2021",,"2696",2910,40
"Iron","Heaton2021",,"2700",2910,35
"Iron","Heaton2021",,"1132",2910,40
"Iron","Heaton2021",,"2278",2910,60
"Iron","Heaton2021",,"927",2910,32
"Iron","Heaton2021",,"1916",2910,60
"Iron","Heaton2021",,"1683",2910,60
"Iron","Heaton2021",,"2017",2910,40
"Iron","Heaton2021",,"997",2910,50
"Iron","Heaton2021",,"2723",2911,24
"Iron","Heaton2021",,"894",2915,16
"Iron","Heaton2021",,"2260",2915,29
"Iron","Heaton2021",,"2679",2915,45
"Iron","Heaton2021",,"2157",2915,35
"Iron","Heaton2021",,"2708",2915,75
"Iron","Heaton2021",,"2123",2915,35
"Iron","Heaton2021",,"1220",2916,34
"Iron","Heaton2021",,"1349",2917,56
"Iron","Heaton2021",,"949",2918,32
"Iron","Heaton2021",,"2542",2920,40
"Iron","Heaton2021",,"2675",2920,45
"Iron","Heaton2021",,"2186",2920,35
"Iron","Heaton2021",,"2139",2920,40
"Iron","Heaton2021",,"2190",2920,70
"Iron","Heaton2021",,"898",2920,43
"Iron","Heaton2021",,"1872",2920,25
"Iron","Heaton2021",,"1685",2920,22
"Iron","Heaton2021",,"925",2920,40
"Iron","Heaton2021",,"919",2921,34
"Iron","Heaton2021",,"1750",2922,28
"Iron","Heaton2021",,"892",2923,50
"Iron","Heaton2021",,"897",2923,16
"Iron","Heaton2021",,"2158",2925,35
"Iron","Heaton2021",,"1244",2925,38
"Iron","Heaton2021",,"1453",2925,20
"Iron","Heaton2021",,"1449",2925,25
"Iron","Heaton2021",,"878",2925,40
"Iron","Heaton2021",,"1776",2927,33
"Iron","Heaton2021",,"2269",2927,36
"Iron","Heaton2021",,"1656",2929,25
"Iron","Heaton2021",,"2395",2929,25
"Iron","Heaton2021",,"2706",2930,30
"Iron","Heaton2021",,"1457",2930,40
"Iron","Heaton2021",,"2108",2930,35
"Iron","Heaton2021",,"954",2930,40
"Iron","Heaton2021",,"1331",2930,34
"Iron","Heaton2021",,"2249",2930,35
"Iron","Heaton2021",,"993",2930,30
"Iron","Heaton2021",,"2129",2930,40
"Iron","Heaton2021",,"2704",2930,45
"Iron","Heaton2021",,"1274",2930,70
"Iron","Heaton2021",,"2684",2930,75
"Iron","Heaton2021",,"885",2930,35
"Iron","Heaton2021",,"1026",2930,70
"Iron","Heaton2021",,"2328",2930,70
"Iron","Heaton2021",,"1586",2931,40
"Iron","Heaton2021",,"2641",2931,33
"Iron","Heaton2021",,"2151",2932,28
"Iron","Heaton2021",,"2628",2932,32
"Iron","Heaton2021",,"2882",2932,33
"Iron","Heaton2021",,"1771",2933,22
"Iron","Heaton2021",,"1655",2933,25
"Iron","Heaton2021",,"906",2934,31
"Iron","Heaton2021",,"2239",2935,50
"Iron","Heaton2021",,"2115",2935,35
"Iron","Heaton2021",,"2450",2935,40
"Iron","Heaton2021",,"2174",2935,35
"Iron","Heaton2021",,"1569",2936,23
"Iron","Heaton2021",,"1446",2938,35
"Iron","Heaton2021",,"930",2940,30
"Iron","Heaton2021",,"2296",2940,40
"Iron","Heaton2021",,"1452",2940,50
"Iron","Heaton2021",,"2693",2940,30
"Iron","Heaton2021",,"2142",2940,40
"Iron","Heaton2021",,"2126",2940,35
"Iron","Heaton2021",,"2695",2940,50
"Iron","Heaton2021",,"2315",2940,40
"Iron","Heaton2021",,"1009",2940,60
"Iron","Heaton2021",,"1278",2940,35
"Iron","Heaton2021",,"1152",2940,55
"Iron","Heaton2021",,"2277",2940,40
"Iron","Heaton2021",,"2322",2940,50
"Iron","Heaton2021",,"2127",2940,40
"Iron","Heaton2021",,"2477",2940,25
"Iron","Heaton2021",,"1030",2940,60
"Iron","Heaton2021",,"1823",2942,33
"Iron","Heaton2021",,"1755",2943,40
"Iron","Heaton2021",,"2682",2945,40
"Iron","Heaton2021",,"1166",2945,23
"Iron","Heaton2021",,"1818",2945,31
"Iron","Heaton2021",,"1909",2945,45
"Iron","Heaton2021",,"934",2945,40
"Iron","Heaton2021",,"2646",2945,50
"Iron","Heaton2021",,"877",2945,20
"Iron","Heaton2021",,"2883",2946,27
"Iron","Heaton2021",,"2881",2946,25
"Iron","Heaton2021",,"1701",2947,38
"Iron","Heaton2021",,"1182",2949,39
"Iron","Heaton2021",,"2688",2950,30
"Iron","Heaton2021",,"2686",2950,45
"Iron","Heaton2021",,"1572",2950,34
"Iron","Heaton2021",,"1610",2950,18
"Iron","Heaton2021",,"2309",2950,80
"Iron","Heaton2021",,"2230",2950,30
"Iron","Heaton2021",,"2344",2950,40
"Iron","Heaton2021",,"2136",2950,40
"Iron","Heaton2021",,"1025",2950,60
"Iron","Heaton2021",,"2273",2950,40
"Iron","Heaton2021",,"1154",2950,100
"Iron","Heaton2021",,"1380",2950,35
"Iron","Heaton2021",,"853",2950,50
"Iron","Heaton2021",,"1031",2950,60
"Iron","Heaton2021",,"882",2950,40
"Iron","Heaton2021",,"880",2950,40
"Iron","Heaton2021",,"1141",2950,30
"Iron","Heaton2021",,"1674",2952,24
"Iron","Heaton2021",,"1583",2953,45
"Iron","Heaton2021",,"1877",2955,45
"Iron","Heaton2021",,"912",2955,25
"Iron","Heaton2021",,"2116",2955,35
"Iron","Heaton2021",,"2113",2955,35
"Iron","Heaton2021",,"2097",2955,35
"Iron","Heaton2021",,"2690",2955,45
"Iron","Heaton2021",,"1400",2956,20
"Iron","Heaton2021",,"1268",2960,20
"Iron","Heaton2021",,"1682",2960,50
"Iron","Heaton2021",,"2287",2960,40
"Iron","Heaton2021",,"2171",2960,35
"Iron","Heaton2021",,"2505",2960,30
"Iron","Heaton2021",,"1329",2961,36
"Iron","Heaton2021",,"828",2962,47
"Iron","Heaton2021",,"1573",2963,23
"Iron","Heaton2021",,"1296",2963,25
"Iron","Heaton2021",,"1218",2963,20
"Iron","Heaton2021",,"2114",2965,35
"Iron","Heaton2021",,"1529",2965,40
"Iron","Heaton2021",,"2694",2965,45
"Iron","Heaton2021",,"2604",2965,26
"Iron","Heaton2021",,"816",2965,60
"Iron","Heaton2021",,"2676",2965,45
"Iron","Heaton2021",,"1212",2968,27
"Iron","Heaton2021",,"1319",2969,22
"Iron","Heaton2021",,"2515",2970,70
"Iron","Heaton2021",,"1908",2970,45
"Iron","Heaton2021",,"2703",2970,30
"Iron","Heaton2021",,"1228",2970,40
"Iron","Heaton2021",,"2247",2970,40
"Iron","Heaton2021",,"860",2970,60
"Iron","Heaton2021",,"1918",2970,60
"Iron","Heaton2021",,"2305",2970,50
"Iron","Heaton2021",,"846",2970,90
"Iron","Heaton2021",,"1673",2970,40
"Iron","Heaton2021",,"2588",2970,2
"Iron","Heaton2021",,"2476",2970,30
"Iron","Heaton2021",,"2726",2971,26
"Iron","Heaton2021",,"1171",2973,23
"Iron","Heaton2021",,"2681",2975,45
"Iron","Heaton2021",,"2303",2975,37
"Iron","Heaton2021",,"1503",2977,31
"Iron","Heaton2021",,"2333",2978,248
"Iron","Heaton2021",,"1242",2979,39
"Iron","Heaton2021",,"2512",2980,40
"Iron","Heaton2021",,"1257",2980,36
"Iron","Heaton2021",,"1499",2980,60
"Iron","Heaton2021",,"1234",2980,40
"Iron","Heaton2021",,"1450",2980,20
"Iron","Heaton2021",,"1126",2980,40
"Iron","Heaton2021",,"2163",2980,60
"Iron","Heaton2021",,"2306",2980,110
"Iron","Heaton2021",,"1027",2980,70
"Iron","Heaton2021",,"2137",2980,40
"Iron","Heaton2021",,"2106",2980,40
"Iron","Heaton2021",,"1229",2981,41
"Iron","Heaton2021",,"2674",2985,45
"Iron","Heaton2021",,"1504",2988,32
"Iron","Heaton2021",,"1491",2989,35
"Iron","Heaton2021",,"2805",2989,40
"Iron","Heaton2021",,"2048",2990,40
"Iron","Heaton2021",,"2252",2990,26
"Iron","Heaton2021",,"2692",2990,40
"Iron","Heaton2021",,"1910",2990,45
"Iron","Heaton2021",,"1803",2990,40
"Iron","Heaton2021",,"1053",2990,40
"Iron","Heaton2021",,"2414",2990,40
"Iron","Heaton2021",,"850",2990,70
