"cal_age","c14_age","c14_error"
18967,15733.3,35
18968,15734.2,35
18969,15735.1,35
18970,15736,35
18971,15736.9,35.1
18972,15737.8,35.2
18973,15738.7,35.3
18974,15739.6,35.4
18975,15740.5,35.5
18976,15741.4,35.6
18977,15742.3,35.7
18978,15743.2,35.8
18979,15744.1,35.9
18980,15745,36
18981,15745.8,36
18982,15746.6,36
18983,15747.4,36
18984,15748.2,36
18985,15749,36
18986,15749.8,36
18987,15750.6,36
18988,15751.4,36
18989,15752.2,36
18990,15753,36
18991,15753.7,36
18992,15754.4,36
18993,15755.1,36
18994,15755.8,36
18995,15756.5,36
18996,15757.2,36
18997,15757.9,36
18998,15758.6,36
18999,15759.3,36
19000,15760,36
19001,15760.7,36
19002,15761.4,36
19003,15762.1,36
19004,15762.8,36
19005,15763.5,36
19006,15764.2,36
19007,15764.9,36
19008,15765.6,36
19009,15766.3,36
19010,15767,36
19011,15767.6,36
19012,15768.2,36
19013,15768.8,36
19014,15769.4,36
19015,15770,36
19016,15770.6,36
19017,15771.2,36
19018,15771.8,36
19019,15772.4,36
19020,15773,36
19021,15773.7,35.9
19022,15774.4,35.8
19023,15775.1,35.7
19024,15775.8,35.6
19025,15776.5,35.5
19026,15777.2,35.4
19027,15777.9,35.3
19028,15778.6,35.2
19029,15779.3,35.1
19030,15780,35
19031,15780.6,35
19032,15781.2,35
19033,15781.8,35
19034,15782.4,35
19035,15783,35
19036,15783.6,35
19037,15784.2,35
19038,15784.8,35
19039,15785.4,35
19040,15786,35
19041,15786.6,35
19042,15787.2,35
19043,15787.8,35
19044,15788.4,35
19045,15789,35
19046,15789.6,35
19047,15790.2,35
19048,15790.8,35
19049,15791.4,35
19050,15792,35
19051,15792.7,35
19052,15793.4,35
19053,15794.1,35
19054,15794.8,35
19055,15795.5,35
19056,15796.2,35
19057,15796.9,35
19058,15797.6,35
19059,15798.3,35
19060,15799,35
19061,15799.7,35
19062,15800.4,35
19063,15801.1,35
19064,15801.8,35
19065,15802.5,35
19066,15803.2,35
19067,15803.9,35
19068,15804.6,35
19069,15805.3,35
19070,15806,35
19071,15806.8,35.1
19072,15807.6,35.2
19073,15808.4,35.3
19074,15809.2,35.4
19075,15810,35.5
19076,15810.8,35.6
19077,15811.6,35.7
19078,15812.4,35.8
19079,15813.2,35.9
19080,15814,36
19081,15814.9,36
19082,15815.8,36
19083,15816.7,36
19084,15817.6,36
19085,15818.5,36
19086,15819.4,36
19087,15820.3,36
19088,15821.2,36
19089,15822.1,36
19090,15823,36
19091,15823.9,36.1
19092,15824.8,36.2
19093,15825.7,36.3
19094,15826.6,36.4
19095,15827.5,36.5
19096,15828.4,36.6
19097,15829.3,36.7
19098,15830.2,36.8
19099,15831.1,36.9
19100,15832,37
19101,15833.1,37.1
19102,15834.2,37.2
19103,15835.3,37.3
19104,15836.4,37.4
19105,15837.5,37.5
19106,15838.6,37.6
19107,15839.7,37.7
19108,15840.8,37.8
19109,15841.9,37.9
19110,15843,38
19111,15844.1,38.1
19112,15845.2,38.2
19113,15846.3,38.3
19114,15847.4,38.4
19115,15848.5,38.5
19116,15849.6,38.6
19117,15850.7,38.7
19118,15851.8,38.8
19119,15852.9,38.9
19120,15854,39
19121,15855.2,39
19122,15856.4,39
19123,15857.6,39
19124,15858.8,39
19125,15860,39
19126,15861.2,39
19127,15862.4,39
19128,15863.6,39
19129,15864.8,39
19130,15866,39
19131,15867.2,39.1
19132,15868.4,39.2
19133,15869.6,39.3
19134,15870.8,39.4
19135,15872,39.5
19136,15873.2,39.6
19137,15874.4,39.7
19138,15875.6,39.8
19139,15876.8,39.9
19140,15878,40
19141,15879.3,40
19142,15880.6,40
19143,15881.9,40
19144,15883.2,40
19145,15884.5,40
19146,15885.8,40
19147,15887.1,40
19148,15888.4,40
19149,15889.7,40
19150,15891,40
19151,15892.2,39.9
19152,15893.4,39.8
19153,15894.6,39.7
19154,15895.8,39.6
19155,15897,39.5
19156,15898.2,39.4
19157,15899.4,39.3
19158,15900.6,39.2
19159,15901.8,39.1
19160,15903,39
19161,15904.1,38.9
19162,15905.2,38.8
19163,15906.3,38.7
19164,15907.4,38.6
19165,15908.5,38.5
19166,15909.6,38.4
19167,15910.7,38.3
19168,15911.8,38.2
19169,15912.9,38.1
19170,15914,38
19171,15915.1,37.9
19172,15916.2,37.8
19173,15917.3,37.7
19174,15918.4,37.6
19175,15919.5,37.5
19176,15920.6,37.4
19177,15921.7,37.3
19178,15922.8,37.2
19179,15923.9,37.1
19180,15925,37
19181,15926,36.9
19182,15927,36.8
19183,15928,36.7
19184,15929,36.6
19185,15930,36.5
19186,15931,36.4
19187,15932,36.3
19188,15933,36.2
19189,15934,36.1
19190,15935,36
19191,15935.9,36
19192,15936.8,36
19193,15937.7,36
19194,15938.6,36
19195,15939.5,36
19196,15940.4,36
19197,15941.3,36
19198,15942.2,36
19199,15943.1,36
19200,15944,36
19201,15944.8,35.9
19202,15945.6,35.8
19203,15946.4,35.7
19204,15947.2,35.6
19205,15948,35.5
19206,15948.8,35.4
19207,15949.6,35.3
19208,15950.4,35.2
19209,15951.2,35.1
19210,15952,35
19211,15952.7,35
19212,15953.4,35
19213,15954.1,35
19214,15954.8,35
19215,15955.5,35
19216,15956.2,35
19217,15956.9,35
19218,15957.6,35
19219,15958.3,35
19220,15959,35
19221,15959.5,35
19222,15960,35
19223,15960.5,35
19224,15961,35
19225,15961.5,35
19226,15962,35
19227,15962.5,35
19228,15963,35
19229,15963.5,35
19230,15964,35
19231,15964.4,35
19232,15964.8,35
19233,15965.2,35
19234,15965.6,35
19235,15966,35
19236,15966.4,35
19237,15966.8,35
19238,15967.2,35
19239,15967.6,35
19240,15968,35
19241,15968.4,35.1
19242,15968.8,35.2
19243,15969.2,35.3
19244,15969.6,35.4
19245,15970,35.5
19246,15970.4,35.6
19247,15970.8,35.7
19248,15971.2,35.8
19249,15971.6,35.9
19250,15972,36
19251,15972.3,36
19252,15972.6,36
19253,15972.9,36
19254,15973.2,36
19255,15973.5,36
19256,15973.8,36
19257,15974.1,36
19258,15974.4,36
19259,15974.7,36
19260,15975,36
19261,15975.3,36.1
19262,15975.6,36.2
19263,15975.9,36.3
19264,15976.2,36.4
19265,15976.5,36.5
19266,15976.8,36.6
19267,15977.1,36.7
19268,15977.4,36.8
19269,15977.7,36.9
19270,15978,37
19271,15978.3,37
19272,15978.6,37
19273,15978.9,37
19274,15979.2,37
19275,15979.5,37
19276,15979.8,37
19277,15980.1,37
19278,15980.4,37
19279,15980.7,37
19280,15981,37
19281,15981.2,36.9
19282,15981.4,36.8
19283,15981.6,36.7
19284,15981.8,36.6
19285,15982,36.5
19286,15982.2,36.4
19287,15982.4,36.3
19288,15982.6,36.2
19289,15982.8,36.1
19290,15983,36
19291,15983.2,36
19292,15983.4,36
19293,15983.6,36
19294,15983.8,36
19295,15984,36
19296,15984.2,36
19297,15984.4,36
19298,15984.6,36
19299,15984.8,36
19300,15985,36
19301,15985.3,36
19302,15985.6,36
19303,15985.9,36
19304,15986.2,36
19305,15986.5,36
19306,15986.8,36
19307,15987.1,36
19308,15987.4,36
19309,15987.7,36
19310,15988,36
19311,15988.3,36
19312,15988.6,36
19313,15988.9,36
19314,15989.2,36
19315,15989.5,36
19316,15989.8,36
19317,15990.1,36
19318,15990.4,36
19319,15990.7,36
19320,15991,36
19321,15991.3,36.1
19322,15991.6,36.2
19323,15991.9,36.3
19324,15992.2,36.4
19325,15992.5,36.5
19326,15992.8,36.6
19327,15993.1,36.7
19328,15993.4,36.8
19329,15993.7,36.9
19330,15994,37
19331,15994.3,37
19332,15994.6,37
19333,15994.9,37
19334,15995.2,37
19335,15995.5,37
19336,15995.8,37
19337,15996.1,37
19338,15996.4,37
19339,15996.7,37
19340,15997,37
19341,15997.5,37
19342,15998,37
19343,15998.5,37
19344,15999,37
19345,15999.5,37
19346,16000,37
19347,16000.5,37
19348,16001,37
19349,16001.5,37
19350,16002,37
19351,16002.4,37
19352,16002.8,37
19353,16003.2,37
19354,16003.6,37
19355,16004,37
19356,16004.4,37
19357,16004.8,37
19358,16005.2,37
19359,16005.6,37
19360,16006,37
19361,16006.6,36.9
19362,16007.2,36.8
19363,16007.8,36.7
19364,16008.4,36.6
19365,16009,36.5
19366,16009.6,36.4
19367,16010.2,36.3
19368,16010.8,36.2
19369,16011.4,36.1
19370,16012,36
19371,16012.6,36
19372,16013.2,36
19373,16013.8,36
19374,16014.4,36
19375,16015,36
19376,16015.6,36
19377,16016.2,36
19378,16016.8,36
19379,16017.4,36
19380,16018,36
19381,16018.6,36
19382,16019.2,36
19383,16019.8,36
19384,16020.4,36
19385,16021,36
19386,16021.6,36
19387,16022.2,36
19388,16022.8,36
19389,16023.4,36
19390,16024,36
19391,16024.8,36
19392,16025.6,36
19393,16026.4,36
19394,16027.2,36
19395,16028,36
19396,16028.8,36
19397,16029.6,36
19398,16030.4,36
19399,16031.2,36
19400,16032,36
19401,16032.8,36.1
19402,16033.6,36.2
19403,16034.4,36.3
19404,16035.2,36.4
19405,16036,36.5
19406,16036.8,36.6
19407,16037.6,36.7
19408,16038.4,36.8
19409,16039.2,36.9
19410,16040,37
19411,16040.8,37
19412,16041.6,37
19413,16042.4,37
19414,16043.2,37
19415,16044,37
19416,16044.8,37
19417,16045.6,37
19418,16046.4,37
19419,16047.2,37
19420,16048,37
19421,16049,36.9
19422,16050,36.8
19423,16051,36.7
19424,16052,36.6
19425,16053,36.5
19426,16054,36.4
19427,16055,36.3
19428,16056,36.2
19429,16057,36.1
19430,16058,36
19431,16059,36
19432,16060,36
19433,16061,36
19434,16062,36
19435,16063,36
19436,16064,36
19437,16065,36
19438,16066,36
19439,16067,36
19440,16068,36
19441,16069,36
19442,16070,36
19443,16071,36
19444,16072,36
19445,16073,36
19446,16074,36
19447,16075,36
19448,16076,36
19449,16077,36
19450,16078,36
19451,16079.1,36.1
19452,16080.2,36.2
19453,16081.3,36.3
19454,16082.4,36.4
19455,16083.5,36.5
19456,16084.6,36.6
19457,16085.7,36.7
19458,16086.8,36.8
19459,16087.9,36.9
19460,16089,37
19461,16090.1,37
19462,16091.2,37
19463,16092.3,37
19464,16093.4,37
19465,16094.5,37
19466,16095.6,37
19467,16096.7,37
19468,16097.8,37
19469,16098.9,37
19470,16100,37
19471,16101.1,37
19472,16102.2,37
19473,16103.3,37
19474,16104.4,37
19475,16105.5,37
19476,16106.6,37
19477,16107.7,37
19478,16108.8,37
19479,16109.9,37
19480,16111,37
19481,16112.3,37.1
19482,16113.6,37.2
19483,16114.9,37.3
19484,16116.2,37.4
19485,16117.5,37.5
19486,16118.8,37.6
19487,16120.1,37.7
19488,16121.4,37.8
19489,16122.7,37.9
19490,16124,38
19491,16125.2,38.2
19492,16126.4,38.4
19493,16127.6,38.6
19494,16128.8,38.8
19495,16130,39
19496,16131.2,39.2
19497,16132.4,39.4
19498,16133.6,39.6
19499,16134.8,39.8
19500,16136,40
19501,16137.4,40.2
19502,16138.8,40.4
19503,16140.2,40.6
19504,16141.6,40.8
19505,16143,41
19506,16144.4,41.2
19507,16145.8,41.4
19508,16147.2,41.6
19509,16148.6,41.8
19510,16150,42
19511,16151.4,42.1
19512,16152.8,42.2
19513,16154.2,42.3
19514,16155.6,42.4
19515,16157,42.5
19516,16158.4,42.6
19517,16159.8,42.7
19518,16161.2,42.8
19519,16162.6,42.9
19520,16164,43
19521,16165.5,43.2
19522,16167,43.4
19523,16168.5,43.6
19524,16170,43.8
19525,16171.5,44
19526,16173,44.2
19527,16174.5,44.4
19528,16176,44.6
19529,16177.5,44.8
19530,16179,45
19531,16180.7,45.1
19532,16182.4,45.2
19533,16184.1,45.3
19534,16185.8,45.4
19535,16187.5,45.5
19536,16189.2,45.6
19537,16190.9,45.7
19538,16192.6,45.8
19539,16194.3,45.9
19540,16196,46
19541,16197.7,46.2
19542,16199.4,46.4
19543,16201.1,46.6
19544,16202.8,46.8
19545,16204.5,47
19546,16206.2,47.2
19547,16207.9,47.4
19548,16209.6,47.6
19549,16211.3,47.8
19550,16213,48
19551,16214.9,48.1
19552,16216.8,48.2
19553,16218.7,48.3
19554,16220.6,48.4
19555,16222.5,48.5
19556,16224.4,48.6
19557,16226.3,48.7
19558,16228.2,48.8
19559,16230.1,48.9
19560,16232,49
19561,16234,49.1
19562,16236,49.2
19563,16238,49.3
19564,16240,49.4
19565,16242,49.5
19566,16244,49.6
19567,16246,49.7
19568,16248,49.8
19569,16250,49.9
19570,16252,50
19571,16254,50.1
19572,16256,50.2
19573,16258,50.3
19574,16260,50.4
19575,16262,50.5
19576,16264,50.6
19577,16266,50.7
19578,16268,50.8
19579,16270,50.9
19580,16272,51
19581,16274,51
19582,16276,51
19583,16278,51
19584,16280,51
19585,16282,51
19586,16284,51
19587,16286,51
19588,16288,51
19589,16290,51
19590,16292,51
19591,16293.9,51
19592,16295.8,51
19593,16297.7,51
19594,16299.6,51
19595,16301.5,51
19596,16303.4,51
19597,16305.3,51
19598,16307.2,51
19599,16309.1,51
19600,16311,51
19601,16312.8,51
19602,16314.6,51
19603,16316.4,51
19604,16318.2,51
19605,16320,51
19606,16321.8,51
19607,16323.6,51
19608,16325.4,51
19609,16327.2,51
19610,16329,51
19611,16330.6,51
19612,16332.2,51
19613,16333.8,51
19614,16335.4,51
19615,16337,51
19616,16338.6,51
19617,16340.2,51
19618,16341.8,51
19619,16343.4,51
19620,16345,51
19621,16346.4,50.9
19622,16347.8,50.8
19623,16349.2,50.7
19624,16350.6,50.6
19625,16352,50.5
19626,16353.4,50.4
19627,16354.8,50.3
19628,16356.2,50.2
19629,16357.6,50.1
19630,16359,50
19631,16360.1,49.9
19632,16361.2,49.8
19633,16362.3,49.7
19634,16363.4,49.6
19635,16364.5,49.5
19636,16365.6,49.4
19637,16366.7,49.3
19638,16367.8,49.2
19639,16368.9,49.1
19640,16370,49
19641,16370.8,48.8
19642,16371.6,48.6
19643,16372.4,48.4
19644,16373.2,48.2
19645,16374,48
19646,16374.8,47.8
19647,16375.6,47.6
19648,16376.4,47.4
19649,16377.2,47.2
19650,16378,47
19651,16378.5,47
19652,16379,47
19653,16379.5,47
19654,16380,47
19655,16380.5,47
19656,16381,47
19657,16381.5,47
19658,16382,47
19659,16382.5,47
19660,16383,47
19661,16383.2,46.9
19662,16383.4,46.8
19663,16383.6,46.7
19664,16383.8,46.6
19665,16384,46.5
19666,16384.2,46.4
19667,16384.4,46.3
19668,16384.6,46.2
19669,16384.8,46.1
19670,16385,46
19671,16384.8,46
19672,16384.6,46
19673,16384.4,46
19674,16384.2,46
19675,16384,46
19676,16383.8,46
19677,16383.6,46
19678,16383.4,46
19679,16383.2,46
19680,16383,46
19681,16382.6,45.9
19682,16382.2,45.8
19683,16381.8,45.7
19684,16381.4,45.6
19685,16381,45.5
19686,16380.6,45.4
19687,16380.2,45.3
19688,16379.8,45.2
19689,16379.4,45.1
19690,16379,45
19691,16378.4,45
19692,16377.8,45
19693,16377.2,45
19694,16376.6,45
19695,16376,45
19696,16375.4,45
19697,16374.8,45
19698,16374.2,45
19699,16373.6,45
19700,16373,45
19701,16372.3,45
19702,16371.6,45
19703,16370.9,45
19704,16370.2,45
19705,16369.5,45
19706,16368.8,45
19707,16368.1,45
19708,16367.4,45
19709,16366.7,45
19710,16366,45
19711,16365.4,45.1
19712,16364.8,45.2
19713,16364.2,45.3
19714,16363.6,45.4
19715,16363,45.5
19716,16362.4,45.6
19717,16361.8,45.7
19718,16361.2,45.8
19719,16360.6,45.9
19720,16360,46
19721,16359.4,45.9
19722,16358.8,45.8
19723,16358.2,45.7
19724,16357.6,45.6
19725,16357,45.5
19726,16356.4,45.4
19727,16355.8,45.3
19728,16355.2,45.2
19729,16354.6,45.1
19730,16354,45
19731,16353.6,45
19732,16353.2,45
19733,16352.8,45
19734,16352.4,45
19735,16352,45
19736,16351.6,45
19737,16351.2,45
19738,16350.8,45
19739,16350.4,45
19740,16350,45
19741,16349.7,44.8
19742,16349.4,44.6
19743,16349.1,44.4
19744,16348.8,44.2
19745,16348.5,44
19746,16348.2,43.8
19747,16347.9,43.6
19748,16347.6,43.4
19749,16347.3,43.2
19750,16347,43
19751,16346.9,42.9
19752,16346.8,42.8
19753,16346.7,42.7
19754,16346.6,42.6
19755,16346.5,42.5
19756,16346.4,42.4
19757,16346.3,42.3
19758,16346.2,42.2
19759,16346.1,42.1
19760,16346,42
19761,16346,41.9
19762,16346,41.8
19763,16346,41.7
19764,16346,41.6
19765,16346,41.5
19766,16346,41.4
19767,16346,41.3
19768,16346,41.2
19769,16346,41.1
19770,16346,41
19771,16346.2,41
19772,16346.4,41
19773,16346.6,41
19774,16346.8,41
19775,16347,41
19776,16347.2,41
19777,16347.4,41
19778,16347.6,41
19779,16347.8,41
19780,16348,41
19781,16348.4,41
19782,16348.8,41
19783,16349.2,41
19784,16349.6,41
19785,16350,41
19786,16350.4,41
19787,16350.8,41
19788,16351.2,41
19789,16351.6,41
19790,16352,41
19791,16352.6,41
19792,16353.2,41
19793,16353.8,41
19794,16354.4,41
19795,16355,41
19796,16355.6,41
19797,16356.2,41
19798,16356.8,41
19799,16357.4,41
19800,16358,41
19801,16358.8,41
19802,16359.6,41
19803,16360.4,41
19804,16361.2,41
19805,16362,41
19806,16362.8,41
19807,16363.6,41
19808,16364.4,41
19809,16365.2,41
19810,16366,41
19811,16367,41
19812,16368,41
19813,16369,41
19814,16370,41
19815,16371,41
19816,16372,41
19817,16373,41
19818,16374,41
19819,16375,41
19820,16376,41
19821,16377.1,41.1
19822,16378.2,41.2
19823,16379.3,41.3
19824,16380.4,41.4
19825,16381.5,41.5
19826,16382.6,41.6
19827,16383.7,41.7
19828,16384.8,41.8
19829,16385.9,41.9
19830,16387,42
19831,16388.3,42.1
19832,16389.6,42.2
19833,16390.9,42.3
19834,16392.2,42.4
19835,16393.5,42.5
19836,16394.8,42.6
19837,16396.1,42.7
19838,16397.4,42.8
19839,16398.7,42.9
19840,16400,43
19841,16401.3,43
19842,16402.6,43
19843,16403.9,43
19844,16405.2,43
19845,16406.5,43
19846,16407.8,43
19847,16409.1,43
19848,16410.4,43
19849,16411.7,43
19850,16413,43
19851,16414.5,43.1
19852,16416,43.2
19853,16417.5,43.3
19854,16419,43.4
19855,16420.5,43.5
19856,16422,43.6
19857,16423.5,43.7
19858,16425,43.8
19859,16426.5,43.9
19860,16428,44
19861,16429.5,44
19862,16431,44
19863,16432.5,44
19864,16434,44
19865,16435.5,44
19866,16437,44
19867,16438.5,44
19868,16440,44
19869,16441.5,44
19870,16443,44
19871,16444.5,44
19872,16446,44
19873,16447.5,44
19874,16449,44
19875,16450.5,44
19876,16452,44
19877,16453.5,44
19878,16455,44
19879,16456.5,44
19880,16458,44
19881,16459.5,43.9
19882,16461,43.8
19883,16462.5,43.7
19884,16464,43.6
19885,16465.5,43.5
19886,16467,43.4
19887,16468.5,43.3
19888,16470,43.2
19889,16471.5,43.1
19890,16473,43
19891,16474.5,43
19892,16476,43
19893,16477.5,43
19894,16479,43
19895,16480.5,43
19896,16482,43
19897,16483.5,43
19898,16485,43
19899,16486.5,43
19900,16488,43
19901,16489.4,43
19902,16490.8,43
19903,16492.2,43
19904,16493.6,43
19905,16495,43
19906,16496.4,43
19907,16497.8,43
19908,16499.2,43
19909,16500.6,43
19910,16502,43
19911,16503.2,43
19912,16504.4,43
19913,16505.6,43
19914,16506.8,43
19915,16508,43
19916,16509.2,43
19917,16510.4,43
19918,16511.6,43
19919,16512.8,43
19920,16514,43
19921,16515.1,42.9
19922,16516.2,42.8
19923,16517.3,42.7
19924,16518.4,42.6
19925,16519.5,42.5
19926,16520.6,42.4
19927,16521.7,42.3
19928,16522.8,42.2
19929,16523.9,42.1
19930,16525,42
19931,16525.9,42
19932,16526.8,42
19933,16527.7,42
19934,16528.6,42
19935,16529.5,42
19936,16530.4,42
19937,16531.3,42
19938,16532.2,42
19939,16533.1,42
19940,16534,42
19941,16534.7,42
19942,16535.4,42
19943,16536.1,42
19944,16536.8,42
19945,16537.5,42
19946,16538.2,42
19947,16538.9,42
19948,16539.6,42
19949,16540.3,42
19950,16541,42
19951,16541.6,42
19952,16542.2,42
19953,16542.8,42
19954,16543.4,42
19955,16544,42
19956,16544.6,42
19957,16545.2,42
19958,16545.8,42
19959,16546.4,42
19960,16547,42
19961,16547.6,42
19962,16548.2,42
19963,16548.8,42
19964,16549.4,42
19965,16550,42
19966,16550.6,42
19967,16551.2,42
19968,16551.8,42
19969,16552.4,42
19970,16553,42
19971,16553.5,42.1
19972,16554,42.2
19973,16554.5,42.3
19974,16555,42.4
19975,16555.5,42.5
19976,16556,42.6
19977,16556.5,42.7
19978,16557,42.8
19979,16557.5,42.9
19980,16558,43
19981,16558.4,43.1
19982,16558.8,43.2
19983,16559.2,43.3
19984,16559.6,43.4
19985,16560,43.5
19986,16560.4,43.6
19987,16560.8,43.7
19988,16561.2,43.8
19989,16561.6,43.9
19990,16562,44
19991,16562.4,44.1
19992,16562.8,44.2
19993,16563.2,44.3
19994,16563.6,44.4
19995,16564,44.5
19996,16564.4,44.6
19997,16564.8,44.7
19998,16565.2,44.8
19999,16565.6,44.9
20000,16566,45
20001,16566.4,45
20002,16566.8,45
20003,16567.2,45
20004,16567.6,45
20005,16568,45
20006,16568.4,45
20007,16568.8,45
20008,16569.2,45
20009,16569.6,45
20010,16570,45
20011,16570.4,45
20012,16570.8,45
20013,16571.2,45
20014,16571.6,45
20015,16572,45
20016,16572.4,45
20017,16572.8,45
20018,16573.2,45
20019,16573.6,45
20020,16574,45
20021,16574.4,44.9
20022,16574.8,44.8
20023,16575.2,44.7
20024,16575.6,44.6
20025,16576,44.5
20026,16576.4,44.4
20027,16576.8,44.3
20028,16577.2,44.2
20029,16577.6,44.1
20030,16578,44
20031,16578.5,44.1
20032,16579,44.2
20033,16579.5,44.3
20034,16580,44.4
20035,16580.5,44.5
20036,16581,44.6
20037,16581.5,44.7
20038,16582,44.8
20039,16582.5,44.9
20040,16583,45
20041,16583.5,45
20042,16584,45
20043,16584.5,45
20044,16585,45
20045,16585.5,45
20046,16586,45
20047,16586.5,45
20048,16587,45
20049,16587.5,45
20050,16588,45
20051,16588.6,45.1
20052,16589.2,45.2
20053,16589.8,45.3
20054,16590.4,45.4
20055,16591,45.5
20056,16591.6,45.6
20057,16592.2,45.7
20058,16592.8,45.8
20059,16593.4,45.9
20060,16594,46
20061,16594.7,46
20062,16595.4,46
20063,16596.1,46
20064,16596.8,46
20065,16597.5,46
20066,16598.2,46
20067,16598.9,46
20068,16599.6,46
20069,16600.3,46
20070,16601,46
20071,16601.7,46
20072,16602.4,46
20073,16603.1,46
20074,16603.8,46
20075,16604.5,46
20076,16605.2,46
20077,16605.9,46
20078,16606.6,46
20079,16607.3,46
20080,16608,46
20081,16608.8,45.9
20082,16609.6,45.8
20083,16610.4,45.7
20084,16611.2,45.6
20085,16612,45.5
20086,16612.8,45.4
20087,16613.6,45.3
20088,16614.4,45.2
20089,16615.2,45.1
20090,16616,45
20091,16616.8,45
20092,16617.6,45
20093,16618.4,45
20094,16619.2,45
20095,16620,45
20096,16620.8,45
20097,16621.6,45
20098,16622.4,45
20099,16623.2,45
20100,16624,45
20101,16624.8,44.9
20102,16625.6,44.8
20103,16626.4,44.7
20104,16627.2,44.6
20105,16628,44.5
20106,16628.8,44.4
20107,16629.6,44.3
20108,16630.4,44.2
20109,16631.2,44.1
20110,16632,44
20111,16632.8,44
20112,16633.6,44
20113,16634.4,44
20114,16635.2,44
20115,16636,44
20116,16636.8,44
20117,16637.6,44
20118,16638.4,44
20119,16639.2,44
20120,16640,44
20121,16640.8,44
20122,16641.6,44
20123,16642.4,44
20124,16643.2,44
20125,16644,44
20126,16644.8,44
20127,16645.6,44
20128,16646.4,44
20129,16647.2,44
20130,16648,44
20131,16648.8,43.9
20132,16649.6,43.8
20133,16650.4,43.7
20134,16651.2,43.6
20135,16652,43.5
20136,16652.8,43.4
20137,16653.6,43.3
20138,16654.4,43.2
20139,16655.2,43.1
20140,16656,43
20141,16656.8,43
20142,16657.6,43
20143,16658.4,43
20144,16659.2,43
20145,16660,43
20146,16660.8,43
20147,16661.6,43
20148,16662.4,43
20149,16663.2,43
20150,16664,43
20151,16664.7,42.9
20152,16665.4,42.8
20153,16666.1,42.7
20154,16666.8,42.6
20155,16667.5,42.5
20156,16668.2,42.4
20157,16668.9,42.3
20158,16669.6,42.2
20159,16670.3,42.1
20160,16671,42
20161,16671.7,41.9
20162,16672.4,41.8
20163,16673.1,41.7
20164,16673.8,41.6
20165,16674.5,41.5
20166,16675.2,41.4
20167,16675.9,41.3
20168,16676.6,41.2
20169,16677.3,41.1
20170,16678,41
20171,16678.6,40.9
20172,16679.2,40.8
20173,16679.8,40.7
20174,16680.4,40.6
20175,16681,40.5
20176,16681.6,40.4
20177,16682.2,40.3
20178,16682.8,40.2
20179,16683.4,40.1
20180,16684,40
20181,16684.7,40
20182,16685.4,40
20183,16686.1,40
20184,16686.8,40
20185,16687.5,40
20186,16688.2,40
20187,16688.9,40
20188,16689.6,40
20189,16690.3,40
20190,16691,40
20191,16691.7,40
20192,16692.4,40
20193,16693.1,40
20194,16693.8,40
20195,16694.5,40
20196,16695.2,40
20197,16695.9,40
20198,16696.6,40
20199,16697.3,40
20200,16698,40
20201,16698.7,40
20202,16699.4,40
20203,16700.1,40
20204,16700.8,40
20205,16701.5,40
20206,16702.2,40
20207,16702.9,40
20208,16703.6,40
20209,16704.3,40
20210,16705,40
20211,16705.7,40
20212,16706.4,40
20213,16707.1,40
20214,16707.8,40
20215,16708.5,40
20216,16709.2,40
20217,16709.9,40
20218,16710.6,40
20219,16711.3,40
20220,16712,40
20221,16712.8,40
20222,16713.6,40
20223,16714.4,40
20224,16715.2,40
20225,16716,40
20226,16716.8,40
20227,16717.6,40
20228,16718.4,40
20229,16719.2,40
20230,16720,40
20231,16720.8,40
20232,16721.6,40
20233,16722.4,40
20234,16723.2,40
20235,16724,40
20236,16724.8,40
20237,16725.6,40
20238,16726.4,40
20239,16727.2,40
20240,16728,40
20241,16728.8,40
20242,16729.6,40
20243,16730.4,40
20244,16731.2,40
20245,16732,40
20246,16732.8,40
20247,16733.6,40
20248,16734.4,40
20249,16735.2,40
20250,16736,40
20251,16736.8,40.1
20252,16737.6,40.2
20253,16738.4,40.3
20254,16739.2,40.4
20255,16740,40.5
20256,16740.8,40.6
20257,16741.6,40.7
20258,16742.4,40.8
20259,16743.2,40.9
20260,16744,41
20261,16744.9,41
20262,16745.8,41
20263,16746.7,41
20264,16747.6,41
20265,16748.5,41
20266,16749.4,41
20267,16750.3,41
20268,16751.2,41
20269,16752.1,41
20270,16753,41
20271,16753.8,41
20272,16754.6,41
20273,16755.4,41
20274,16756.2,41
20275,16757,41
20276,16757.8,41
20277,16758.6,41
20278,16759.4,41
20279,16760.2,41
20280,16761,41
20281,16761.9,41
20282,16762.8,41
20283,16763.7,41
20284,16764.6,41
20285,16765.5,41
20286,16766.4,41
20287,16767.3,41
20288,16768.2,41
20289,16769.1,41
20290,16770,41
20291,16770.8,41
20292,16771.6,41
20293,16772.4,41
20294,16773.2,41
20295,16774,41
20296,16774.8,41
20297,16775.6,41
20298,16776.4,41
20299,16777.2,41
20300,16778,41
20301,16778.9,41
20302,16779.8,41
20303,16780.7,41
20304,16781.6,41
20305,16782.5,41
20306,16783.4,41
20307,16784.3,41
20308,16785.2,41
20309,16786.1,41
20310,16787,41
20311,16787.8,41
20312,16788.6,41
20313,16789.4,41
20314,16790.2,41
20315,16791,41
20316,16791.8,41
20317,16792.6,41
20318,16793.4,41
20319,16794.2,41
20320,16795,41
20321,16795.8,41
20322,16796.6,41
20323,16797.4,41
20324,16798.2,41
20325,16799,41
20326,16799.8,41
